;Barcode;Title;Year;Location
 ) 1999 ;TM024319;een marktonderzoek ten bate van marketingmixverbeteringen voor de merken'Tark'1' en' Anti-Flirt';1999;Bibliotheek AMFI
707.9;HV068065;Angaza Afrika;2008;Bibliotheek AMFI
717;TM044028;African canvas;1990;Bibliotheek AMFI
995.2;TM022090;Wind, sand & silence;1992;Bibliotheek AMFI
773.3;FM002517;Folk art of the Americas;1981;Bibliotheek AMFI
940;HV114480;The art of Maya;1994;Bibliotheek AMFI
1998;TM016491;Kleding met ervaring;1998;Bibliotheek AMFI
1999;TM024250;Fashion theory;1999;Bibliotheek AMFI
1999;FM002238;een onderzoek naar de factoren die de productiviteit binnen de filialen van We men beïnvloeden;1999;Bibliotheek AMFI
2000;TM014137;Assortimentsallocatie pluscollectie binnen Miss Etam;2000;Bibliotheek AMFI
2001;FM002298;GSUSKIDS: is een kindercollectie haalbaar ?;2001;Bibliotheek AMFI
2003;FM004070;Nike Women's Innovated Inner Support;2003;Bibliotheek AMFI
2004;FM006134;Welke weg te bewandelen bij verbreding van het assortiment;2004;Bibliotheek AMFI
 ë 996.2 ;HV057760;Sydney;1999;Bibliotheek AMFI
 ë 907.6 ;TM045158;Palestinian costume;1989;Bibliotheek AMFI
-991;TM043210;Japan;1985;Bibliotheek AMFI
366.4;TM042422;Management effectiviteits analyse;1985;Bibliotheek AMFI
369.6;FM002096;Display & merchandising handbook;2001;Bibliotheek AMFI
369.6;FM002095;Display & merchandising handbook;2001;Bibliotheek AMFI
625.2;TM043217;Voor het naaien van dunne, gladde stoffen;1991;Bibliotheek AMFI
  625.2 Ä;TM042767;Nähtechnische Informationen zum Nähen von Textilien;1990;Bibliotheek AMFI
625.2;TM011476;Praktisch handboekje voor de confectiemedewerker;1994;Bibliotheek AMFI
640.9;TM042811;Toelichting op de inhoud en betekenis van kwaliteitsborgingnormen van de NEN-ISO 9000 reeks;1988;Bibliotheek AMFI
668.7;FM003677;Beheersing van risico's b? EDI;1993;Bibliotheek AMFI
685.2;TM010164;Faserstoff-Tabellen nach P.-A. Koch;1990;Bibliotheek AMFI
685.2;TM010165;Faserstoff-Tabellen nach P.-A. Koch;1993;Bibliotheek AMFI
685.2;TM010166;Faserstoff-Tabellen nach P.-A. Koch;1993;Bibliotheek AMFI
685.2;TM010167;Fiber tables according to P.-A. Koch;1989;Bibliotheek AMFI
685.2;TM010172;Faserstoff-Tabellen nach P.-A. Koch;1994;Bibliotheek AMFI
685.2;TM010168;Faserstoff-Tabellen nach P.-A. Koch;1995;Bibliotheek AMFI
685.2;TM010170;Faserstoff-Tabellen nach P.-A. Koch;1989;Bibliotheek AMFI
685.2;TM010169;Faserstoff-Tabellen nach P.-A. Koch;1989;Bibliotheek AMFI
685.2;TM010171;Faserstoff-Tabellen nach P.-A. Koch;1989;Bibliotheek AMFI
685.2;TM010173;Faserstoff-Tabellen nach P.-A. Koch;1990;Bibliotheek AMFI
685.2;TM010174;Faserstoff-Tabellen nach P.-A. Koch;1994;Bibliotheek AMFI
685.2;TM010951;Faserstoff-Tabellen nach P.-A. Koch;1997;Bibliotheek AMFI
685.2;TM010952;Faserstoff-Tabellen nach P.-A. Koch;1997;Bibliotheek AMFI
685.9;TM042989;AStudy of material utilization for jeans production;1990;Bibliotheek AMFI
  686.2 Ä;TM042768;Nähtechnische Informationen zur Verarbeitung von Leder;1991;Bibliotheek AMFI
905.2;TM024779;De bizarre gelaagdheid van de mode;2000;Bibliotheek AMFI
907.2;TM024491;Key moments in fashion;1998;Bibliotheek AMFI
907.2;TM010786;Topstukken van de twintigste eeuw uit de collectie van het Nederlands Kostuummuseum;1987;Bibliotheek AMFI
907.2;FM003706;Topstukken van de twintigste eeuw uit de collectie van het Nederlands Kostuummuseum;1987;Bibliotheek AMFI
907.2;TM041760;Zehn Jahre Vlieseline Modedienst;1964;Bibliotheek AMFI
907.3;FM002738;Kleding;2001;Bibliotheek AMFI
907.3;TM017897;Nederland laat z'n beste kant zien;1994;Bibliotheek AMFI
 ;HV008844;Concept-denken;2003;Bibliotheek AMFI
 ;HV005329;Futuring clear;2005;Bibliotheek AMFI
 ;TM010328;Kostümschnitte und Gewandformen;1945;Bibliotheek AMFI
 ;HV021508;You can find inspiration in everything, and if you can't, look again;2001;Bibliotheek AMFI
 ;HV037551;Bloom book;2001;Bibliotheek AMFI
 ;HV038258;Fifty;2005;Bibliotheek AMFI
  [];TM024427;Symbol soup;1999;Bibliotheek AMFI
  [];TM024424;Symbol soup;1999;Bibliotheek AMFI
  [-];TM024444;Just-In-Time-Prinzipien in der Bekleidungsindustrie;1999;Bibliotheek AMFI
  [-];TM016619;Multimedia-Technologien zur Dokumentation von Expertenwissen;1998;Bibliotheek AMFI
  [-];TM017140;Prognoseunterstützung für die Bekleidungsindustrie;1998;Bibliotheek AMFI
  [ ];TM024426;Symbol soup;1999;Bibliotheek AMFI
  [];TM024434;Lösungsmöglichkeiten für Fixierprobleme;1999;Bibliotheek AMFI
  [];TM024421;Symbol soup;1999;Bibliotheek AMFI
  [ ];TM024423;Symbol soup;1999;Bibliotheek AMFI
  [];TM024422;Symbol soup;1999;Bibliotheek AMFI
  [];TM024428;Symbol soup;1999;Bibliotheek AMFI
  [ ];TM024420;Symbol soup;1999;Bibliotheek AMFI
  [];TM024425;Symbol soup;1999;Bibliotheek AMFI
369.1;FM002314;Futuring brain kit;2001;Bibliotheek AMFI
369.1;FM003548;Contrast;2003;Bibliotheek AMFI
369.1;FM006637;Trends als instrument;1997;Bibliotheek AMFI
369.1;TM024705;Futuring;1999;Bibliotheek AMFI
369.13;HV078543;Mood 07;2006;Bibliotheek AMFI
369.13;HV069065;Mood 09;2008;Bibliotheek AMFI
369.13;HV107666;Mood 13;2012;Bibliotheek AMFI
369.13;HV097098;Mood 10;2009;Bibliotheek AMFI
369.13;HV113534;Mood 12;2011;Bibliotheek AMFI
369.13;FM007262;Mood 08;2008;Bibliotheek AMFI
369.13;HV130229;Mood 14;2013;Bibliotheek AMFI
369.13;HV109906;Mood 11;2010;Bibliotheek AMFI
380.7;TM024172;Internationalisation of European textiles and clothing production;1997;Bibliotheek AMFI
  386.5  2011;HV113150;Global sourcing reference;2011;Bibliotheek AMFI
536.5;FM006623;Pantone color specifier;1963;Bibliotheek AMFI
614.6;HV068812;Beyond Green;2008;Bibliotheek AMFI
614.6;HV068810;Beyond green;2008;Bibliotheek AMFI
625.3;HV038246;Englishwomen's dresses & their construction, c.1660-1860;1983;Bibliotheek AMFI
625.3;HV038669;Englishwomen's dresses & their construction, c.1860-1940;1983;Bibliotheek AMFI
625.3;HV038245;The cut and construction of clothes for men and women, c.1560-1620;1985;Bibliotheek AMFI
625.3;FM007234;Englishwomen's dresses & their construction, c.1860-1940;1972;Bibliotheek AMFI
  625.3  4;HV112372;The cut and construction of linen shirts, smocks, neckwear, headwear and accessories for men and wom;2008;Bibliotheek AMFI
640.9;HV154190;Sizing tables for Dutch children;2013;Bibliotheek AMFI
640.9;FM006050;Lichaamsmaattabellen voor de kledingbranche;2001;Bibliotheek AMFI
685.9;HV130587;Clothing technology;2014;Bibliotheek AMFI
700.6;HV063396;An ambiguous case;2008;Bibliotheek AMFI
770.6;HV040440;Futur(s) 5;2005;Bibliotheek AMFI
  770.6  7;HV079790;Futur(s) 7;2007;Bibliotheek AMFI
905.2;HV075358;Adorned in dreams;2003;Bibliotheek AMFI
907.2;TM016981;Mutilate;1997;Bibliotheek AMFI
907.2;HV113390;Lichting 5 years;2011;Bibliotheek AMFI
907.5;HV069752;Gejaagd door de wind;2009;Bibliotheek AMFI
907.7;HV106819;Street style memory game;2010;Bibliotheek AMFI
   ;HV038260;V best;2005;Bibliotheek AMFI
   ;HV038261;V best;2005;Bibliotheek AMFI
614.6;HV068811;Beyond green;2008;Bibliotheek AMFI
614.6;HV068813;Beyond Green;2008;Bibliotheek AMFI
 ë 737.2 ;TM009885;Jan van Eyck en de uitvinding van de olieverf;1996;Bibliotheek AMFI
 ë 737.8 ;TM041440;Paintings and writings;1977;Bibliotheek AMFI
 ë 737.8 ;TM041909;René Magritte 1898-1967;1990;Bibliotheek AMFI
 ë 940 ;TM043101;De stoute jaren '58'68;1988;Bibliotheek AMFI
1990;TM000547;Marketingplan voor De Jong Mode B.V. te Rotterdam;1990;Bibliotheek AMFI
1991;TM000582;Pasvormproblematiek en maatstelsels;1991;Bibliotheek AMFI
1991;TM000583;Reconditionering;1991;Bibliotheek AMFI
1991;TM000612;Doorvoer/re-export van textiel;1991;Bibliotheek AMFI
1992;TM016385;George Pisa op weg naar integrale goederenstroombesturing;1992;Bibliotheek AMFI
1992;TM000639;Met de B.I.T. de branche in;1992;Bibliotheek AMFI
1993;TM000507;Oor voor de klant;1993;Bibliotheek AMFI
1993;TM000663;Marketingplan voor de O'Neill kindercollectie;1993;Bibliotheek AMFI
1993;TM000538;Marktonderzoek naar alternatieven voor de huidige militaire regenkleding;1993;Bibliotheek AMFI
1994;FM004015;leveranciersmanagement in de confectiebranche;1994;Bibliotheek AMFI
1994;TM000695;De kracht van integraal ondernemen;1994;Bibliotheek AMFI
1995;TM000486;Is de paskamer pasklaar?;1995;Bibliotheek AMFI
1995;TM000613;Samenwerken of zelfstandig blijven?;1995;Bibliotheek AMFI
1996;FM003828;Customer care;1996;Bibliotheek AMFI
1997;TM016243;Anti-dumping als handelspolitiek instrument in de Europese Gemeenschap;1997;Bibliotheek AMFI
1997;TM016244;Anti-dumping als handelspolitiek instrument in de Europese Gemeenschap;1997;Bibliotheek AMFI
1997;TM016251;Revolutie in de inkoop;1997;Bibliotheek AMFI
1997;FM003083;kostenverbijzonderingeen must;1997;Bibliotheek AMFI
1997;TM010503;Export to the Netherlands;1997;Bibliotheek AMFI
1998;TM016487;Merk X';1998;Bibliotheek AMFI
1998;TM017142;De Franse detailhandelsmarkt voor kleding & het marktleidende postorderbedrijf La Redoute;1998;Bibliotheek AMFI
1998;TM016484;Boardwear;1998;Bibliotheek AMFI
1998;TM016405;Casucci;1998;Bibliotheek AMFI
1998;TM016393;Custo Line;1998;Bibliotheek AMFI
1998;TM016682;Sponsoring in de designwereld;1998;Bibliotheek AMFI
1998;TM017505;Fashion factory;1998;Bibliotheek AMFI
1999;TM014009;eventmarketing in de kledingbranche;1999;Bibliotheek AMFI
1999;TM024320;een plan van aanpak om het Amerikaanse (berg)wandel-en trekkingschoenen merk Vasque op de Nederlands;1999;Bibliotheek AMFI
1999;FM003834;Significant others;1999;Bibliotheek AMFI
1999;TM014370;'Leren leren' maar dan anders;1999;Bibliotheek AMFI
1999;TM024277;sharing the power of knowledge [scriptie] onderzoek naar de mogelijkheden voor een betere samenwerki;1999;Bibliotheek AMFI
1999;TM024516;Van Happen Fashion Manufacturing LTD;1999;Bibliotheek AMFI
1999;TM024301;Babyboomers;1999;Bibliotheek AMFI
1999;TM024302;Babyboomers;1999;Bibliotheek AMFI
1999;TM024304;Kwaliteitsonderzoek bedrijfskleding Golden Tulip Hotel;1999;Bibliotheek AMFI
1999;TM024481;Grote schoenproblemen: een onderzoek naar de verkrijgbaarheid van grotere schoenmaten in filiaalbedr;1999;Bibliotheek AMFI
1999;TM024515;Multi Functioneel?;1999;Bibliotheek AMFI
1999;TM024291;Psychologische prijsvorming & de euro;1999;Bibliotheek AMFI
1999;FM004037;C & A Rotterdam Centrum: een onderzoek naar de omzetontwikkeling van de damesafdeling;1999;Bibliotheek AMFI
1999;TM024295;Nederland in beweging;1999;Bibliotheek AMFI
1999;TM024271;Is het aanbod van kinderkleding bij de detallist compleet;1999;Bibliotheek AMFI
2000;TM014139;Over DEPT wordt GEREPT;2000;Bibliotheek AMFI
2000;TM014142;Concurrentie in sportfashion;2000;Bibliotheek AMFI
2000;FM002247;Dikke maatjes met V&D [scriptie] een onderzoek naar de vraag van een grote herenmaten collectie;2000;Bibliotheek AMFI
2000;TM024742;fictie of werkelijkheid;2000;Bibliotheek AMFI
2000;TM024930;Over de grens maar binnen de grenzen;2000;Bibliotheek AMFI
2000;FM003827;Ball jeans;2000;Bibliotheek AMFI
2000;TM024896;Quick response management;2000;Bibliotheek AMFI
2001;FM002824;Entry strategy for woven women's wear in the Netherlands;2001;Bibliotheek AMFI
2001;FM002228;Leren 'over' jassen;2001;Bibliotheek AMFI
2001;FM002220;Merkbeleving bij kinderen tussen de 6 en 12 jaar;2001;Bibliotheek AMFI
2001;FM002221;Merkbeleving bij kinderen tussen de 6 en 12 jaar;2001;Bibliotheek AMFI
2002;FM003221;Merkidentiteit en de kracht van sponsoring;2002;Bibliotheek AMFI
2002;FM006202;Nieuwe Nederlanders en de invloed op het Nederlandse modebeeld;2002;Bibliotheek AMFI
2002;FM003524;Future in retailing;2002;Bibliotheek AMFI
2002;FM003217;de toekomst ?!;2002;Bibliotheek AMFI
2003;FM003773;Opmaak op maat: organisatie en communicatie over mode opmaak bij Hema;2003;Bibliotheek AMFI
2003;FM003869;wordt het straks stil rond hush puppies ?;2003;Bibliotheek AMFI
2003;FM003468;de toekomst;2003;Bibliotheek AMFI
2003;FM003472;E Retailing in sport clothing;2003;Bibliotheek AMFI
2003;FM003748;The world-wide succes of Italian fashion brands;2003;Bibliotheek AMFI
2003;FM003759;Vrouwen en de fietssport: een onderzoek naar Nederlandse dameswielerkledingmarkt;2003;Bibliotheek AMFI
2003;FM004005;Een GDV, aantrekkelijk voor een modedetaillist?;2003;Bibliotheek AMFI
2004;FM006318;een ondernemingsplan voor het openen van een dameskledingwinkel;2004;Bibliotheek AMFI
2004;FM006965;Jewelz accessories;2004;Bibliotheek AMFI
2005;FM006891;Brand extensions;2005;Bibliotheek AMFI
2005;FM006773;Achter de schermen bij Eiske Henneman;2005;Bibliotheek AMFI
2005;FM006324;De toekomst van factory outlet centers;2005;Bibliotheek AMFI
2005;FM006977;Tassen voor mannen;2005;Bibliotheek AMFI
2005;FM006432;Gerry Weber NL;2005;Bibliotheek AMFI
2005;FM006445;partnership of powerplay ?;2005;Bibliotheek AMFI
2005;FM006330;Kuyichi in de spotlight;2005;Bibliotheek AMFI
2005;FM006437;branding & brand awareness;2005;Bibliotheek AMFI
2005;FM006327;Verkoopacties bij Engelen Schoenmode;2005;Bibliotheek AMFI
2005;FM006475;het 'beloofde' land [scriptie] studie over China en haar handelsperspectieven;2005;Bibliotheek AMFI
2006;FM006732;Haalbaarheidsonderzoek naar de uitbreiding van Hermans;2006;Bibliotheek AMFI
2006;FM006724;Explorative research on contractual inter-organisational relationships between manufacturers and ret;2006;Bibliotheek AMFI
2006;FM007009;There's no business like sportsbusiness;2006;Bibliotheek AMFI
2006;FM006755;Dutch market research for Abercrombie & Fitch;2006;Bibliotheek AMFI
2007;HV048517;Bi-wear Germany;2007;Bibliotheek AMFI
2007;HV048513;Is er toekomst voor Victoria's Secret in Nederland;2007;Bibliotheek AMFI
2007;FM007061;The potential of developing ethnic marketing within Holland's fashion industry;2007;Bibliotheek AMFI
2007;HV070245;Internetverkoop in het hoger damesmodesegment;2007;Bibliotheek AMFI
2008;HV048930;What is the internationalization process of a fashion brand?;2008;Bibliotheek AMFI
2008;3149054-10;Waarom doen mensen mee aan een hype, terwijl ze ook onderscheidend willen zijn?;2008;Bibliotheek AMFI
2008;HV070240;The emerging middle class market in China for European apparel companies;2008;Bibliotheek AMFI
1993;TM000473;Van witboek via groenboek naar handboek;1993;Bibliotheek AMFI
1993;TM000472;Van witboek via groenboek naar handboek;1993;Bibliotheek AMFI
-7;TM014259;Symbolsprache für die Bekleidungsindustrie;2000;Bibliotheek AMFI
-9;FM002315;Futuring brain kit;2001;Bibliotheek AMFI
-17;FM003403;Handmesstechnik oder Messzelle für Masskonfektion?;1999;Bibliotheek AMFI
-24;FM004039;Wissensdatenbank und Diagnosesystem für die Bekleidungsindustrie;2003;Bibliotheek AMFI
-25;FM004040;Supply Chain Management in der Bekleidungsindustrie;2003;Bibliotheek AMFI
-31;FM006224;Art Déco;2004;Bibliotheek AMFI
-32;FM006220;Art nouveau designs;2000;Bibliotheek AMFI
-33;FM006204;Japanese patterns;2000;Bibliotheek AMFI
-34;FM006203;Fancy designs 1920;2003;Bibliotheek AMFI
-35;FM006205;Ikat patterns from Indonesia, Malaysia and India;2004;Bibliotheek AMFI
-36;FM006207;Chinese patterns;1999;Bibliotheek AMFI
-37;FM006206;Batik patterns;1999;Bibliotheek AMFI
-38;FM006208;Special packaging;2004;Bibliotheek AMFI
-39;FM006209;Arabian geometric patterns;2004;Bibliotheek AMFI
-40;FM006210;Signs & symbols;2003;Bibliotheek AMFI
-41;FM006211;Mail it!;2004;Bibliotheek AMFI
-43;FM006215;Compendium of illustrations;2001;Bibliotheek AMFI
-45;FM006214;Elements of Chinese and Japanese design;2003;Bibliotheek AMFI
-46;FM006213;Graphic ornaments;2001;Bibliotheek AMFI
-47;FM006217;Graphic ornaments;2001;Bibliotheek AMFI
-48;FM006218;Indian textile prints;2004;Bibliotheek AMFI
-49;FM006219;Geometric patterns;2003;Bibliotheek AMFI
-50;FM006237;Complete guide to size specification and technical design;2004;Bibliotheek AMFI
-55;HV053881;Stoffenvademecum AMFI;2005;Bibliotheek AMFI
-56;HV054178;Soft surfaces;1999;Bibliotheek AMFI
-59;HV053815;Surfaces;1996;Bibliotheek AMFI
-65;HV040433;Futur(s) 5;2005;Bibliotheek AMFI
-66;HV040112;Warenwirtschaftssysteme für den Modefachhandel;2005;Bibliotheek AMFI
-70;HV030096;Macroeconomics;2003;Bibliotheek AMFI
82;HV078367;Perry's Department Store;2006;Bibliotheek AMFI
83;HV078358;The spec manual;2006;Bibliotheek AMFI
-85;HV078545;Mood 07;2006;Bibliotheek AMFI
-86;HV088762;Buongiorno Italia!;2005;Bibliotheek AMFI
-87;HV088830;The packaging templates sourcebook;2007;Bibliotheek AMFI
 - 0090 ( );HV096043;StyleTime;2000;Bibliotheek AMFI
-92;HV069064;Mood 09;2008;Bibliotheek AMFI
-93;HV069692;Rrripp!! paper fashion;2007;Bibliotheek AMFI
-94;HV063762;How to fold;2002;Bibliotheek AMFI
 - 0095 ( );HV096044;StyleTime;2000;Bibliotheek AMFI
-99;HV079801;Mood 08;2008;Bibliotheek AMFI
-103;HV097099;Mood 10;2009;Bibliotheek AMFI
-106;HV063279;Macht Leder Lust;2008;Bibliotheek AMFI
-109;HV062559;Popdelic patterns;2004;Bibliotheek AMFI
110;HV078369;Perry's Department Store;2006;Bibliotheek AMFI
-111;HV063170;Mathematics for retail buying;2008;Bibliotheek AMFI
-112;HV062556;Animal patterns;2007;Bibliotheek AMFI
-113;HV063488;Identity 2.0;2008;Bibliotheek AMFI
-119;HV109562;Jeanologia;2009;Bibliotheek AMFI
-124;HV100718;The pattern sourcebook;2009;Bibliotheek AMFI
-136;HV059136;Get organised: 3D textile structures;2010;Bibliotheek AMFI
-139;HV114538;Fachwissen Bekleidung;2008;Bibliotheek AMFI
707;TM042284;De Verboden Stad;1990;Bibliotheek AMFI
940;HV096248;In China, my name is...;2009;Bibliotheek AMFI
940;TM045183;China;1988;Bibliotheek AMFI
940;HV096312;Cultural conflicts in China;2007;Bibliotheek AMFI
994;FM003421;China;1985;Bibliotheek AMFI
737.8;TM043105;Botero;1983;Bibliotheek AMFI
996.2;TM047892;Old Havana, Cuba;1990;Bibliotheek AMFI
918;TM045252;De nieuwe kleren van de keizer;1993;Bibliotheek AMFI
  996.2  2001;FM002585;Studiereis Kopenhagen 2001;2001;Bibliotheek AMFI
  996.2  2002;FM003401;Excursie Kopenhagen 2002;2002;Bibliotheek AMFI
707.8;HV078934;Entfesselt;2006;Bibliotheek AMFI
707.8;TM007796;New objectivity;1994;Bibliotheek AMFI
707.8;TM041349;Ulrike Rosenbach;1980;Bibliotheek AMFI
707.8;TM045181;50 años Bauhaus;1968;Bibliotheek AMFI
737.5;TM041357;Januarius Zick;1972;Bibliotheek AMFI
737.7;TM041366;August Macke;1993;Bibliotheek AMFI
737.7;TM041363;Franz Marc 1880-1916;1993;Bibliotheek AMFI
737.8;TM041375;Georg Baselitz;1981;Bibliotheek AMFI
737.8;TM007797;Otto Dix 1891-1969;1992;Bibliotheek AMFI
737.8;TM041370;Max Beckmann;1981;Bibliotheek AMFI
737.8;TM043110;Het gedroomde museum;1989;Bibliotheek AMFI
737.8;TM041564;Hartung;1980;Bibliotheek AMFI
737.8;TM041348;Susan Rothenberg;1982;Bibliotheek AMFI
940;HV068847;Duitsland sinds 1945 door het oog van Nederlandse fotografen;2008;Bibliotheek AMFI
940;HV078390;Nazi chic?;2004;Bibliotheek AMFI
996.2;TM024707;Excursie Berlijn 2000;2000;Bibliotheek AMFI
996.2;HV063942;Berlin 2007, Amsterdam Fashion Institute;2008;Bibliotheek AMFI
59;HV045187;So far so Goude;2005;Bibliotheek AMFI
78;HV038262;Fifty;2005;Bibliotheek AMFI
79;FM006782;Fifty;2005;Bibliotheek AMFI
80;HV041270;Joseph Cornell;2003;Bibliotheek AMFI
82;HV041452;The world of ornament;2006;Bibliotheek AMFI
109;HV078293;On air;2005;Bibliotheek AMFI
111;HV078540;The bead goes on;2006;Bibliotheek AMFI
117;HV079398;Uncredited;2007;Bibliotheek AMFI
119;HV079620;Fashion retailing;2006;Bibliotheek AMFI
145;HV069104;Infographics in Nederland;2008;Bibliotheek AMFI
156;HV071434;The September issue;2010;Bibliotheek AMFI
161;HV063390;Beyond green;2008;Bibliotheek AMFI
173;HV096745;Irene Williams;2005;Bibliotheek AMFI
176;HV090870;Yves Saint Laurent;2009;Bibliotheek AMFI
183;HV071707;Valentino;2010;Bibliotheek AMFI
215;HV071965;An American girl;2005;Bibliotheek AMFI
226;HV094000;Bright star;2010;Bibliotheek AMFI
233;HV106608;Un chien Andalou;2004;Bibliotheek AMFI
235;HV106610;Un chien Andalou;2004;Bibliotheek AMFI
236;HV109678;Paris is burning;2009;Bibliotheek AMFI
237;HV100697;That touch of Mink;2007;Bibliotheek AMFI
238;HV100758;Farewell my concubine;2002;Bibliotheek AMFI
258;HV097994;A pervert's guide to cinema;2006;Bibliotheek AMFI
263;HV058627;Objectified;2010;Bibliotheek AMFI
329;HV091955;The artist is present;2012;Bibliotheek AMFI
331;HV107661;Diana Vreeland;2012;Bibliotheek AMFI
350;HV114571;O'mast;2011;Bibliotheek AMFI
355;HV107708;In Vogue;2013;Bibliotheek AMFI
922.1;TM007609;"Description de l'Égypte ;";1994;Bibliotheek AMFI
992;TM041886;Egypte;1991;Bibliotheek AMFI
844.6;HV063164;Writing for the fashion business;2008;Bibliotheek AMFI
707.8;TM041469;Paris 1937-1957;1981;Bibliotheek AMFI
707.8;TM041468;Paris - Berlin, 1900 - 1933;1978;Bibliotheek AMFI
737.7;TM043128;Pleasures of Paris;1991;Bibliotheek AMFI
737.7;TM007798;Egon Schiele;1995;Bibliotheek AMFI
737.7;TM041590;Gustav Klimt;1993;Bibliotheek AMFI
737.8;TM043106;l'éternel féminin;1989;Bibliotheek AMFI
737.8;TM041167;A propos de dessin;1986;Bibliotheek AMFI
737.8;TM006867;Hundertwasser;1995;Bibliotheek AMFI
737.8;TM043112;Tom of Finland;1992;Bibliotheek AMFI
707.7;TM043208;Musée d'Orsay;1986;Bibliotheek AMFI
737.5;TM002536;L'ABCdaire de Poussin;1994;Bibliotheek AMFI
737.7;TM043751;Alfred Sisley;1992;Bibliotheek AMFI
737.7;TM041360;Henri de Toulouse-Lautrec 1864-1901;1989;Bibliotheek AMFI
737.7;TM047936;A day in the country;1990;Bibliotheek AMFI
737.7;TM041433;Paul Cézanne;1992;Bibliotheek AMFI
737.7;TM004975;Claude Monet, 1840-1926;1994;Bibliotheek AMFI
737.7;TM047941;Claude Monet, 1840-1926;1994;Bibliotheek AMFI
737.7;TM041174;The Impressionists;1979;Bibliotheek AMFI
737.7;TM041230;Lautrec women;1970;Bibliotheek AMFI
737.7;TM041910;Matisse en het fauvisme;1986;Bibliotheek AMFI
737.7;TM041591;Henri Rousseau;1991;Bibliotheek AMFI
737.7;TM041593;Paul Gauguin 1848-1903;1988;Bibliotheek AMFI
737.7;TM041594;Paul Gauguin 1848-1903;1988;Bibliotheek AMFI
737.8;TM002533;Derain;1994;Bibliotheek AMFI
737.8;TM043194;Matisse, Picasso, Mir?o as I knew them;1991;Bibliotheek AMFI
737.8;TM041383;Chagall;1993;Bibliotheek AMFI
737.8;TM041377;F. Léger;1985;Bibliotheek AMFI
737.8;TM041176;Henri Matisse;1986;Bibliotheek AMFI
737.8;TM043761;René Gruau;1984;Bibliotheek AMFI
737.8;TM041175;R. Delaunay;1976;Bibliotheek AMFI
737.8;TM041243;Christian Bérard;1988;Bibliotheek AMFI
737.8;TM041410;Themuseum of impressionism in Paris;1972;Bibliotheek AMFI
738.9;TM043005;TheNude in impressionism;1993;Bibliotheek AMFI
992;TM043222;France;1993;Bibliotheek AMFI
995.2;TM045265;Impressions of the Seine;1991;Bibliotheek AMFI
996.2;TM041541;Paris;1993;Bibliotheek AMFI
996.2;TM002531;Slow walks in Paris;1989;Bibliotheek AMFI
996.2;TM002552;Paris and the surrealists;1991;Bibliotheek AMFI
996.2;TM003288;Paris unique;1992;Bibliotheek AMFI
992;TM043225;Hungary;1993;Bibliotheek AMFI
707.8;TM041373;Sigurdur Gudmundsson;1980;Bibliotheek AMFI
717;TM044027;Painted prayers;1994;Bibliotheek AMFI
940;HV079328;Clothing Gandhi's nation;2007;Bibliotheek AMFI
992;TM009899;India;1995;Bibliotheek AMFI
996.2;TM003279;Banaras;1987;Bibliotheek AMFI
717.8;TM045151;Contemporary Japanese architects;1993;Bibliotheek AMFI
773.3;TM041188;Exposition Kyoto du 8 avril au 14 mai 1988;1988;Bibliotheek AMFI
907.6;TM043241;Japanese detail, fashion;1989;Bibliotheek AMFI
940;TM044021;Arms and armor of the Samurai;1993;Bibliotheek AMFI
940;TM043748;Atlas van Japan;1989;Bibliotheek AMFI
203.1;TM043765;The way of the seeded earth;1989;Bibliotheek AMFI
203.1;TM043766;The way of the seeded earth;1989;Bibliotheek AMFI
203.1;TM043764;The way of the seeded earth;1988;Bibliotheek AMFI
360.4;HV106127;Paris Eco-Thread;2009;Bibliotheek AMFI
369.4;TM043212;Global locals;1991;Bibliotheek AMFI
369.6;HV070452;Grand stand 2;2008;Bibliotheek AMFI
369.6;HV013877;Grand stand;2003;Bibliotheek AMFI
369.6;HV070451;Grand stand 2;2008;Bibliotheek AMFI
369.6;HV013876;Grand stand;2003;Bibliotheek AMFI
369.6;HV092014;Powershop 2;2009;Bibliotheek AMFI
369.6;HV092013;Powershop 2;2009;Bibliotheek AMFI
369.6;HV079183;Shop America;2007;Bibliotheek AMFI
369.7;TM043062;The book of boxes;1988;Bibliotheek AMFI
399.64;TM043007;AnHistorical guide to arms & armour;1991;Bibliotheek AMFI
578.6;TM022095;Papua Nieuw-Guinea;1996;Bibliotheek AMFI
618.3;TM046633;Bergbeklimmen;1994;Bibliotheek AMFI
623.9;TM043073;A collector's guide to teddy bears;1990;Bibliotheek AMFI
625.3;TM041757;Konstruktionen für Blusen und Kleider;0;Bibliotheek AMFI
625.3;TM041759;Konstruktionen für Jacken und Mäntel;0;Bibliotheek AMFI
625.3;TM041756;Konstruktionen für Röcke und Hosen;0;Bibliotheek AMFI
625.3;TM000298;Schnittkonstruktion für Jacken und Mantel;1994;Bibliotheek AMFI
625.3;HV070640;Metric pattern making for jackets and coats;2008;Bibliotheek AMFI
625.3;TM043061;Coupe Charles Montaigne voor dameskleding;0;Bibliotheek AMFI
625.3;TM010449;Schnittkonstruktionen für Röcke und Hosen;1996;Bibliotheek AMFI
625.3;TM043070;World largest collection of famous designer patterns;1968;Bibliotheek AMFI
625.3;TM042823;Schnittkonstruktionen für Kleider und Blusen;1992;Bibliotheek AMFI
