Callnumber;Barcode;Title;Year;Location
AMFI: 369.4 DAVI;HV093795;The fundamentals of branding;2009;Bibliotheek AMFI
AMFI: 369.4 EFFI;HV145992;Effie awards;2014;Bibliotheek AMFI
AMFI: 369.4 FERR;TM046847;Van mens tot marionet;1978;Bibliotheek AMFI
AMFI: 369.4 FRAN;TM024675;De mentale wereld van merken;1999;Bibliotheek AMFI
AMFI: 369.4 GOOD;TM041276;Advertising in America;1990;Bibliotheek AMFI
AMFI: 369.4 GRIN;HV004900;Mind the gap;2004;Bibliotheek AMFI
AMFI: 369.4 HEAL;HV062582;What is branding?;2008;Bibliotheek AMFI
AMFI: 369.4 IDEN;TM014366;Identiteit, vormgeving, communicatie;2001;Bibliotheek AMFI
AMFI: 369.4 KOOT;HV036072;Designmanagement;2006;Bibliotheek AMFI
AMFI: 369.4 LEA;HV114560;Fashion marketing communications;2013;Bibliotheek AMFI
AMFI: 369.4 LOVE;FM002763;Airline;2000;Bibliotheek AMFI
AMFI: 369.4 LUCA;HV037519;UnKnown-2060873;;Bibliotheek AMFI
AMFI: 369.4 MEIJE;HV101571;The visual brand identity of Yves Saint Laurent;2011;Bibliotheek AMFI
AMFI: 369.4 MÖTE;HV113656;Mötet med rummet;2010;Bibliotheek AMFI
AMFI: 369.4 OLIN;TM042732;The Wolff Olins guide to corporate identity;1990;Bibliotheek AMFI
AMFI: 369.4 OLIN;HV114543;Wally Olins: the brand handbook;2008;Bibliotheek AMFI
AMFI: 369.4 OLIN;TM024095;The new guide to identity Wolff Olins;1995;Bibliotheek AMFI
AMFI: 369.4 PHIL;TM010985;Fashion sales promotion;1996;Bibliotheek AMFI
AMFI: 369.4 PIËT;HV097797;Moodmanagement;2010;Bibliotheek AMFI
AMFI: 369.4 POLH;HV068489;Diesel;1998;Bibliotheek AMFI
AMFI: 369.4 RECL;TM010062;En toen ging er een lampje branden...;1991;Bibliotheek AMFI
AMFI: 369.4 REMA;HV062767;Brands and narratives;2007;Bibliotheek AMFI
AMFI: 369.4 RIEL;HV002592;Principles of corporate communication;1995;Bibliotheek AMFI
AMFI: 369.4 RIKK;HV107721;New customer journey;2014;Bibliotheek AMFI
AMFI: 369.4 ROBE;HV113143;Diesel;2008;Bibliotheek AMFI
AMFI: 369.4 ROSS;HV011556;Marketing communications;2005;Bibliotheek AMFI
AMFI: 369.4 SALV;HV021923;United Colors;2002;Bibliotheek AMFI
AMFI: 369.4 STEI;FM002336;Corporate image and identity strategies;1997;Bibliotheek AMFI
AMFI: 369.4 SUPE;HV013456;Superbrands Nederland;2003;Bibliotheek AMFI
AMFI: 369.4 UNCO;HV100584;Uncorporate identity;2010;Bibliotheek AMFI
AMFI: 369.4 WAND;TM047956;Eene wandeling door den B?enkorf;1995;Bibliotheek AMFI
AMFI: 369.6 ARNH;FM002986;Sehnsüchte;2001;Bibliotheek AMFI
AMFI: 369.6 BART;TM011358;B?zondere Nederlandse winkelinterieurs;1995;Bibliotheek AMFI
AMFI: 369.6 BAUE;TM010967;Szenerien;1997;Bibliotheek AMFI
AMFI: 369.6 BELL;FM000005;Silent selling;2002;Bibliotheek AMFI
AMFI: 369.6 BENN;TM010188;Ruimtelijke presentatie voor het mbo;1991;Bibliotheek AMFI
AMFI: 369.6 BIEG;TM000113;Visual merchandising;1994;Bibliotheek AMFI
AMFI: 369.6 BIEG;TM009040;Visual merchandising;1994;Bibliotheek AMFI
AMFI: 369.6 BORR;HV020016;Net mode;2002;Bibliotheek AMFI
AMFI: 369.6 BOU;HV079163;Windows of the world;2006;Bibliotheek AMFI
AMFI: 369.6 BRAU;TM011130;Een actief imago en een aantrekkelijk winkelinterieur;1996;Bibliotheek AMFI
AMFI: 369.6 BYSZ;TM000518;Erfolg mit Shop-in-the-Shop;1995;Bibliotheek AMFI
AMFI: 369.6 CERV;TM017012;Commercial space;1996;Bibliotheek AMFI
AMFI: 369.6 COLL;HV004459;Espacio-identidad-empresa;2003;Bibliotheek AMFI
AMFI: 369.6 CURT;HV040990;Fashion retail;2004;Bibliotheek AMFI
AMFI: 369.6 DESI;HV037228;Designing exhibitions;2006;Bibliotheek AMFI
AMFI: 369.6 DIAM;TM016500;Contemporary visual merchandising;1999;Bibliotheek AMFI
AMFI: 369.6 DIN;TM014258;New retail;2000;Bibliotheek AMFI
AMFI: 369.6 DOMM;TM024031;Visual merchandising;1991;Bibliotheek AMFI
AMFI: 369.6 DOON;FM002853;Confessions of a window dresser;1998;Bibliotheek AMFI
AMFI: 369.6 DRAK;FM002588;Retail fashion promotion and advertising;1992;Bibliotheek AMFI
AMFI: 369.6 DRES;HV039577;Dress code;2006;Bibliotheek AMFI
AMFI: 369.6 EDEL 2012/13 A/W;HV099777;Shopping;2010;Bibliotheek AMFI
AMFI: 369.6 ELK;TM010186;Vizier;1995;Bibliotheek AMFI
AMFI: 369.6 ELK S1;TM010189;HandelW?zer;1993;Bibliotheek AMFI
AMFI: 369.6 ELK S2;TM010190;HandelW?zer;1993;Bibliotheek AMFI
AMFI: 369.6 ESCH;TM010110;Winkelinrichting & -verzorging;1995;Bibliotheek AMFI
AMFI: 369.6 ESCH;TM010107;Commercieel presenteren in een winkelorganisatie A;1993;Bibliotheek AMFI
AMFI: 369.6 EVEN;HV114488;Event design yearbook;2012;Bibliotheek AMFI
AMFI: 369.6 FITC;TM042905;Fitch on retail design;1990;Bibliotheek AMFI
AMFI: 369.6 FOLD;HV013864;Folding patterns for display & publicity;2002;Bibliotheek AMFI
AMFI: 369.6 FORE;HV056195;Forefront;2005;Bibliotheek AMFI
AMFI: 369.6 GERD;TM014250;Cybershops;2000;Bibliotheek AMFI
AMFI: 369.6 GEST;TM014184;Vergelijkend onderzoek De Efteling, Six Flags Holland;2000;Bibliotheek AMFI
AMFI: 369.6 GORM;TM024883;Visual merchandising and store design workbook;1998;Bibliotheek AMFI
AMFI: 369.6 GRAN;TM017925;Thebudget guide to retail store planning & design;1995;Bibliotheek AMFI
AMFI: 369.6 GREA II;TM017112;Great store design 2;1996;Bibliotheek AMFI
AMFI: 369.6 GRUN;FM002021;Design im Verkaufsraum;2001;Bibliotheek AMFI
AMFI: 369.6 GUID;FM003956;Lèche-vitrines;2003;Bibliotheek AMFI
AMFI: 369.6 HANI;HV039576;Absolutely fabulous!;2006;Bibliotheek AMFI
AMFI: 369.6 HAPP;HV062520;Happening;2006;Bibliotheek AMFI
AMFI: 369.6 HARV;FM002770;Harvard Design School guide to shopping;2001;Bibliotheek AMFI
AMFI: 369.6 HEND;HV096461;"""Aardige mensen, goede klanten!""";2009;Bibliotheek AMFI
AMFI: 369.6 HORB;HV005950;Store Monitor 2004+;2004;Bibliotheek AMFI
AMFI: 369.6 HOW;HV013867;How to fold;2002;Bibliotheek AMFI
AMFI: 369.6 HUTT;FM002136;Omzet te koop;2000;Bibliotheek AMFI
AMFI: 369.6 KOSS;HV100600;Engaging spaces;2010;Bibliotheek AMFI
AMFI: 369.6 KREF;FM003254;Ladenplanung;2002;Bibliotheek AMFI
AMFI: 369.6 KÜRS;HV041398;Deco Artists;2006;Bibliotheek AMFI
AMFI: 369.6 LAMA;TM016674;Retail design;1998;Bibliotheek AMFI
AMFI: 369.6 LARS;TM016998;Signs that sell;1991;Bibliotheek AMFI
AMFI: 369.6 LAVR;HV040172;Visie binnen retail design;2004;Bibliotheek AMFI
AMFI: 369.6 LEMK;HV022298;Mehr Umsatz mit optimaler Warenplatzierung;2003;Bibliotheek AMFI
AMFI: 369.6 LOPE;FM002046;Retail store planning & design manual;2000;Bibliotheek AMFI
AMFI: 369.6 LUXU;HV096717;Luxury stores;2009;Bibliotheek AMFI
AMFI: 369.6 MANU;HV078175;Design for shopping;2006;Bibliotheek AMFI
AMFI: 369.6 MARQ;HV114500;Girlfriends;2012;Bibliotheek AMFI
AMFI: 369.6 MESH;HV105457;Retail design;2010;Bibliotheek AMFI
AMFI: 369.6 MILL;TM042880;Applied visual merchandising;1988;Bibliotheek AMFI
AMFI: 369.6 MILL;TM010721;Applied visual merchandising;1995;Bibliotheek AMFI
AMFI: 369.6 MOST;HV112688;Louis Vuitton;2011;Bibliotheek AMFI
AMFI: 369.6 OLYS;TM014270;Onderzoek mode;2000;Bibliotheek AMFI
AMFI: 369.6 OPEN;HV011632;Open 4;2005;Bibliotheek AMFI
AMFI: 369.6 PEGL;TM017913;Streetscapes;1998;Bibliotheek AMFI
AMFI: 369.6 PEGL;TM017115;Retail entertainment;1998;Bibliotheek AMFI
AMFI: 369.6 PEGL;FM006133;Visual merchandising and display;1998;Bibliotheek AMFI
AMFI: 369.6 PEGL;TM010563;Store windows that sell;1985;Bibliotheek AMFI
AMFI: 369.6 PEGL;HV101719;Green retail design;2010;Bibliotheek AMFI
AMFI: 369.6 PEGL;HV037232;Visual merchandising and display;2006;Bibliotheek AMFI
AMFI: 369.6 POIN;TM010448;Point of purchase design annual 2;1994;Bibliotheek AMFI
AMFI: 369.6 PORT;FM002579;Windows;1999;Bibliotheek AMFI
AMFI: 369.6 POWE;HV113785;Powershop 3;2012;Bibliotheek AMFI
AMFI: 369.6 POWE;FM000025;Powershop;2002;Bibliotheek AMFI
AMFI: 369.6 PRAD;FM003034;Prada;2001;Bibliotheek AMFI
AMFI: 369.6 PRAD;HV004950;Prada;2001;Bibliotheek AMFI
AMFI: 369.6 RENG;HV019257;Shaping interior space;2003;Bibliotheek AMFI
AMFI: 369.6 RETA;HV023866;Retail & interior design;2004;Bibliotheek AMFI
AMFI: 369.6 REZN;TM024119;Interior graphic and design standards;1986;Bibliotheek AMFI
AMFI: 369.6 RIEW;FM002628;Retail design;2000;Bibliotheek AMFI
AMFI: 369.6 RIKK;HV005878;The store manual;2005;Bibliotheek AMFI
AMFI: 369.6 RIKK;FM002651;The concept is the hero;1999;Bibliotheek AMFI
AMFI: 369.6 ROSE;HV022403;Faszination Visual Merchandising;2002;Bibliotheek AMFI
AMFI: 369.6 RUDE;TM017926;In-store signage & graphics;1998;Bibliotheek AMFI
AMFI: 369.6 SANT;TM010108;Commerciële prakt?k in een winkelorganisatie;1994;Bibliotheek AMFI
AMFI: 369.6 SCHN;FM002464;Mannequins;1981;Bibliotheek AMFI
AMFI: 369.6 SCHN;TM006868;Vital mummies;1995;Bibliotheek AMFI
AMFI: 369.6 STAN;TM024670;The power of display;1998;Bibliotheek AMFI
AMFI: 369.6 STON;HV094519;Very small shops;2009;Bibliotheek AMFI
AMFI: 369.6 STOR;HV015037;Stores and retail spaces six;2005;Bibliotheek AMFI
AMFI: 369.6 STOR;TM024002;Stores and retail spaces;1998;Bibliotheek AMFI
AMFI: 369.6 STOR;HV068522;Stores and retail spaces 9;2008;Bibliotheek AMFI
AMFI: 369.6 TEMP;HV004325;Temporary buildings;2000;Bibliotheek AMFI
AMFI: 369.6 TENT;HV021623;Tentoonstellingsvormgeving;2002;Bibliotheek AMFI
AMFI: 369.6 THRE;HV063767;3deluxe;2008;Bibliotheek AMFI
AMFI: 369.6 TINH;FM003341;Restyling van het DA-exterieur;2002;Bibliotheek AMFI
AMFI: 369.6 TUCK;HV005733;Retail desire;2004;Bibliotheek AMFI
AMFI: 369.6 VAN;TM000168;Van winkelformule naar winkelmerk;1994;Bibliotheek AMFI
AMFI: 369.6 VISU;HV012879;Visual merchandising 3;2002;Bibliotheek AMFI
AMFI: 369.6 VISU;HV056024;Visual merchandising 4;2005;Bibliotheek AMFI
AMFI: 369.6 VISU;TM010968;Visual merchandising;1997;Bibliotheek AMFI
AMFI: 369.6 VISU 2;FM002575;Visual merchandising 2;2000;Bibliotheek AMFI
AMFI: 369.6 WALL;HV043828;Victor Gruen;2005;Bibliotheek AMFI
AMFI: 369.6 WEIL;HV051481;Paris in store;2004;Bibliotheek AMFI
AMFI: 369.6 WEIL;HV054023;London in store;2005;Bibliotheek AMFI
AMFI: 369.6 WEIS;HV038208;The aesthetics of merchandise presentation;2005;Bibliotheek AMFI
AMFI: 369.6 WENZ;HV018216;Concept shops;2002;Bibliotheek AMFI
AMFI: 369.6 WHEN;HV069107;When space meets art;2007;Bibliotheek AMFI
AMFI: 369.6 WINK I;TM024023;Winkelbeheer 1;1998;Bibliotheek AMFI
AMFI: 369.6 WINK II;TM024024;Winkelbeheer 2;1998;Bibliotheek AMFI
AMFI: 369.6 WOND;HV003458;Wonderwall;2003;Bibliotheek AMFI
AMFI: 369.6 WOND;HV063766;Wonderwall;2008;Bibliotheek AMFI
AMFI: 369.6 WORL;TM016317;World shops & fashion boutiques;1997;Bibliotheek AMFI
AMFI: 369.7 CALV;HV003230;What is packaging design?;2004;Bibliotheek AMFI
AMFI: 369.7 MORI;HV100811;Gift wrapping with textiles;2005;Bibliotheek AMFI
AMFI: 369.7 PACK;HV107781;Package design in Japan;1989;Bibliotheek AMFI
AMFI: 369.7 SELK;TM042923;Verpackung und Umwelt;1992;Bibliotheek AMFI
AMFI: 369.8 BAKK;TM042872;Logistiek handelen;1993;Bibliotheek AMFI
AMFI: 369.8 BINN;HV013465;Binnenstedenproblematiek m.b.t. het aanleveren van winkels;2001;Bibliotheek AMFI
AMFI: 369.8 CLOD;HV019251;Retail buying;2003;Bibliotheek AMFI
AMFI: 369.8 DIAM;TM010723;Retail buying;1997;Bibliotheek AMFI
AMFI: 369.8 GOWO;HV084099;Fashion buying;2007;Bibliotheek AMFI
AMFI: 369.8 GUTH;HV019431;Perry's Department Store;2003;Bibliotheek AMFI
AMFI: 369.8 HOEK;TM000033;Op weg naar integrale logistieke structuren;1985;Bibliotheek AMFI
AMFI: 369.8 HORS;TM024419;Vertikale Vertriebskooperation in der Bekleidungswirtschaft;1998;Bibliotheek AMFI
AMFI: 369.8 HUNT;TM000441;Quick response in apparel manufacturing;1990;Bibliotheek AMFI
AMFI: 369.8 HURC;TM000435;Internationale Beschaffungsstrategien in der Textil- und Bekleidungsindustrie;1994;Bibliotheek AMFI
AMFI: 369.8 INTE;HV010534;Integration of fashion value chain: destination India;2004;Bibliotheek AMFI
AMFI: 369.8 JACK;TM014310;Mastering fashion buying and merchandising management;2001;Bibliotheek AMFI
AMFI: 369.8 LOWS;TM024405;Quick response;1999;Bibliotheek AMFI
AMFI: 369.8 NETH;HV013469;The Netherlands;2001;Bibliotheek AMFI
AMFI: 369.8 PERS;HV001316;Maatrelaties;2003;Bibliotheek AMFI
AMFI: 369.8 SMIT;TM042045;Inkoopprakt?k van vier grote Nederlandse kledingdetaillisten;1994;Bibliotheek AMFI
AMFI: 369.8 TEPP;HV063171;Mathematics for retail buying;2008;Bibliotheek AMFI
AMFI: 369.8 WEEL;HV098008;Inkoop in strategisch perspectief;2008;Bibliotheek AMFI
AMFI: 369.9 BERT;TM042816;Produktiebeheersing en material management;1990;Bibliotheek AMFI
AMFI: 369.9 BREV;TM000037;Logistiek verbeteren;1990;Bibliotheek AMFI
AMFI: 369.9 FASH;HV071996;Fashion Logistics;2010;Bibliotheek AMFI
AMFI: 369.9 FEND;HV009833;Virtuelle Marktplätze in der Textil- und Bekleidungsindustrie;2002;Bibliotheek AMFI
AMFI: 369.9 KEES;TM010006;Materiaalstroombeheersing;1990;Bibliotheek AMFI
AMFI: 369.9 KESS;TM000027;Integrale logistiek in het kledingdistributiekanaal;1992;Bibliotheek AMFI
AMFI: 369.9 KLED;FM003602;Kledinglogistiek: in de mode;2003;Bibliotheek AMFI
AMFI: 369.9 LOGI;TM010224;Logistics;1992;Bibliotheek AMFI
AMFI: 369.9 LOGI;TM011294;Logistics and distribution planning;1994;Bibliotheek AMFI
AMFI: 369.9 STIT;TM024691;A stitch in time;1999;Bibliotheek AMFI
AMFI: 369.9 SUPP;HV092773;SupplyTex;2010;Bibliotheek AMFI
AMFI: 369.9 THEE;TM042543;Orderafhandeling: op t?d leveren;1982;Bibliotheek AMFI
AMFI: 369.9 WOJA;TM010979;Koordinationsorientiertes Logistik-Management in der Textilwirtschaft;1996;Bibliotheek AMFI
AMFI: 371.3 BREA;HV099595;Bread & Butter birthday book;2011;Bibliotheek AMFI
AMFI: 371.8 EVER;TM024504;Guide to producing a fashion show;1993;Bibliotheek AMFI
AMFI: 371.8 MEER;HV063967;Meer waarde van de catwalk;2007;Bibliotheek AMFI
AMFI: 371.8 SHOW;HV039155;Showtime;2006;Bibliotheek AMFI
AMFI: 371.8 VIJFT;TM041960;V?ftig in veertig;1989;Bibliotheek AMFI
AMFI: 372 .1 WEST;TM048109;Beginselen van de techniek van de handel;1990;Bibliotheek AMFI
AMFI: 372.3 BART;TM000318;Transnational management;1995;Bibliotheek AMFI
AMFI: 372.3 BIRN;TM000419;Importing garments through Hong Kong;1993;Bibliotheek AMFI
AMFI: 372.3 FANG;FM003263;Chinese business negotiating style;1999;Bibliotheek AMFI
AMFI: 372.3 GET;HV038042;Get connected;2005;Bibliotheek AMFI
AMFI: 372.3 INFO;TM042907;Informatiegids internationale handel;1992;Bibliotheek AMFI
AMFI: 372.3 JANZ;HV084267;Vertikales Retail-Management in der Fashion-Branche;2007;Bibliotheek AMFI
AMFI: 372.3 KOMP;1514700-10;Kompas;1999;Bibliotheek AMFI
AMFI: 372.3 REAM;HV078368;Perry's Department Store;2006;Bibliotheek AMFI
AMFI: 372.3 STON;TM010178;Exporting and importing fashion;1994;Bibliotheek AMFI
AMFI: 372.5 BOIN;TM047904;Mensen - Mode - Handel;1993;Bibliotheek AMFI
AMFI: 372.6 ANDE;1196915-10;Internationalisierung im Einzelhandel;1996;Bibliotheek AMFI
AMFI: 372.6 BOLT;HV012790;Winkelvoorzieningen op waarde geschat;2003;Bibliotheek AMFI
AMFI: 372.6 DIAM;HV079619;Fashion retailing;2006;Bibliotheek AMFI
AMFI: 372.6 ERFO;TM010724;Erfolg in schwierigen Märkten - internationale Konzepte und Strategien für den Modeeinzelhandel vo;1995;Bibliotheek AMFI
AMFI: 372.6 GRAN;HV018833;Fashion entrepreneurship;2003;Bibliotheek AMFI
AMFI: 372.6 HALE;HV112557;Retailing in emerging markets;2011;Bibliotheek AMFI
AMFI: 372.6 JANS;TM011348;Trendrapport ambulante handel;1996;Bibliotheek AMFI
AMFI: 372.6 LAME;TM016673;Retail internationalisation;1997;Bibliotheek AMFI
AMFI: 372.6 LANG;TM024191;De modebranche in het jaar 2002;1998;Bibliotheek AMFI
AMFI: 372.6 LEVY;TM010118;Retailing management;1995;Bibliotheek AMFI
AMFI: 372.6 MOLE;TM010007;Af fabriek naar publiek;1992;Bibliotheek AMFI
AMFI: 372.6 MORG;TM042884;Modern retailing;1992;Bibliotheek AMFI
AMFI: 372.6 SANT;TM010109;Commerciële prakt?k in een winkelorganisatie;1995;Bibliotheek AMFI
AMFI: 372.6 TREN;HV023146;Trendrapport 2004;2003;Bibliotheek AMFI
AMFI: 372.61 KOCK;HV092460;Chancen und Risiken von Brick & Click: multi-channel-marketing im Bekleidungseinzelhandel;2009;Bibliotheek AMFI
AMFI: 372.61 THUI;HV119026;De thuiswinkel e-gids 2012;2012;Bibliotheek AMFI
AMFI: 375.2 MODE;HV057728;Moderne hotels;2004;Bibliotheek AMFI
AMFI: 375.2 NIGH;HV057528;Night fever;2005;Bibliotheek AMFI
AMFI: 375.2 ULTI;HV057258;Ultimate hotel design;2004;Bibliotheek AMFI
AMFI: 375.2 ULTI;HV057341;Ultimate restaurant design;2004;Bibliotheek AMFI
AMFI: 375.3 EEKH;HV011238;Global traffic management;2001;Bibliotheek AMFI
AMFI: 380.7 BIRN;HV040989;Source-it;2005;Bibliotheek AMFI
AMFI: 380.7 EXCE;HV013945;Excellence in retail;2002;Bibliotheek AMFI
AMFI: 380.7 GROE;HV019962;Globalisierung und Strukturwandel der deutschen Textil- und Bekleidungsindustrie;2003;Bibliotheek AMFI
AMFI: 380.7 HERM;TM016167;Standortsicherung in der Textil- und Bekleidungsindustrie;1996;Bibliotheek AMFI
AMFI: 380.7 JONE;HV043464;The apparel industry;2006;Bibliotheek AMFI
AMFI: 380.7 SCHE;TM000138;Thechanging map of European textiles;1994;Bibliotheek AMFI
AMFI: 380.7 SMAK;HV013468;Local industry in global networks;2003;Bibliotheek AMFI
AMFI: 380.7 ZUR;TM000516;Zur aktuellen Situation der Bekleidungsfertigung;1995;Bibliotheek AMFI
AMFI: 385.4 ZWAA;HV107705;Amstel, het verhaal van ons bier;2010;Bibliotheek AMFI
AMFI: 386.5 ANDE;TM000223;Der Markt für Bekleidung in Schweden;1993;Bibliotheek AMFI
AMFI: 386.5 BERZ;TM024787;Benchmarking EU export performance in textiles and clothing;2000;Bibliotheek AMFI
AMFI: 386.5 BODY 1999;TM024792;Bodywear;1999;Bibliotheek AMFI
AMFI: 386.5 BORO;HV113913;India by design;2009;Bibliotheek AMFI
AMFI: 386.5 BOTE;HV139264;Wever? 'De Ploeg' van 1923 tot 1957;1984;Bibliotheek AMFI
AMFI: 386.5 BRUI;TM000143;De detailhandel in bodyfashion-artikelen;1993;Bibliotheek AMFI
AMFI: 386.5 COMP;TM042890;Acompetitive analysis of finished textile and clothing products;1992;Bibliotheek AMFI
AMFI: 386.5 DONN 88/94;TM000346;Données structurelles sur l'industrie des textiles et de l'habillement dans l'UE 1988-1994;1995;Bibliotheek AMFI
AMFI: 386.5 EC 91/92;TM042906;The EC textile and clothing industry 1991/1992;1993;Bibliotheek AMFI
AMFI: 386.5 EENH;TM041775;Eenheid in de organisatie der Nederlandse kleding industrie;1949;Bibliotheek AMFI
AMFI: 386.5 EU 1995;TM011992;The EU textile and clothing industry 1995;1996;Bibliotheek AMFI
AMFI: 386.5 EU 1997;TM010576;The EU textile and clothing industry 1997;1997;Bibliotheek AMFI
AMFI: 386.5 EU 1998;TM016531;The EU textile and clothing sector 1998;1998;Bibliotheek AMFI
AMFI: 386.5 EU 1999;TM024171;The EU textile and clothing sector 1999;1999;Bibliotheek AMFI
AMFI: 386.5 EU 2000;TM014038;The EU textile and clothing sector 2000;2000;Bibliotheek AMFI
AMFI: 386.5 EU 92/93;TM000078;The EU Textile and clothing industry 1992/1993;1994;Bibliotheek AMFI
AMFI: 386.5 EU 93/94;TM000347;The EU textile and clothing industry 1993/1994;1995;Bibliotheek AMFI
AMFI: 386.5 FASH;HV030365;Fashion design in the Netherlands;2006;Bibliotheek AMFI
AMFI: 386.5 FISC;TM010258;Bestemming Semarang;1991;Bibliotheek AMFI
AMFI: 386.5 FISC;TM010257;Fabriqueurs en fabrikanten;1983;Bibliotheek AMFI
AMFI: 386.5 GERW;TM010261;Elke dag een draadje...;1985;Bibliotheek AMFI
AMFI: 386.5 JARN;TM000167;Inside the fashion business;1991;Bibliotheek AMFI
AMFI: 386.5 KOOL;HV107382;Heavenly soles;2011;Bibliotheek AMFI
AMFI: 386.5 RIJT 1995;TM000466;Van ledikantje tot sp?kerjack;1995;Bibliotheek AMFI
AMFI: 386.5 RIVO;HV053380;The travels of a t-shirt in the global economy;2005;Bibliotheek AMFI
AMFI: 386.5 SCHE;TM010255;Onderneming en familisme;1984;Bibliotheek AMFI
AMFI: 386.5 SCHE;TM010260;Schering en inslag;1982;Bibliotheek AMFI
AMFI: 386.5 UNDE 1992;TM000041;Underwear, nightwear and swimwear;1992;Bibliotheek AMFI
AMFI: 386.5 VELD;TM042794;De vr?et?dskledingmarkt in beeld;1991;Bibliotheek AMFI
AMFI: 386.5 VING;HV103148;Vingt ans de système de mode;2008;Bibliotheek AMFI
AMFI: 386.5 ZWEE;TM000482;DeZweedse kledingmarkt;1995;Bibliotheek AMFI
AMFI: 387 ABSO;HV000152;Absolut Mode;2004;Bibliotheek AMFI
AMFI: 387 BREU;HV114523;Blue is the new black;2012;Bibliotheek AMFI
AMFI: 387 BROW;HV100624;Fashion & textiles;2010;Bibliotheek AMFI
AMFI: 387 BUBO;HV084523;Developing and branding the fashion merchandising portfolio;2007;Bibliotheek AMFI
AMFI: 387 BURK;HV114575;Fashion entrepreneur;2013;Bibliotheek AMFI
AMFI: 387 BURN;HV060437;The business of fashion;2007;Bibliotheek AMFI
AMFI: 387 DIAM;TM016236;Fashion apparel and accessories;1993;Bibliotheek AMFI
AMFI: 387 DING;HV078511;Mastering fashion styling;1999;Bibliotheek AMFI
AMFI: 387 DUTC;HV051949;Dutchcatwalk;2006;Bibliotheek AMFI
AMFI: 387 FACH;TM024735;Fachwissen Textileinzelhandel;2000;Bibliotheek AMFI
AMFI: 387 FASH;HV076966;The fashion handbook;2006;Bibliotheek AMFI
AMFI: 387 FRIN;HV062523;Fashion;2008;Bibliotheek AMFI
AMFI: 387 GALE;FM003014;The textile book;2002;Bibliotheek AMFI
AMFI: 387 GALE;HV056192;Fashion and textiles;2004;Bibliotheek AMFI
AMFI: 387 GEHL;HV050941;The fashion designer survival guide;2005;Bibliotheek AMFI
AMFI: 387 GOWO;HV076003;Careers in fashion and textiles;2006;Bibliotheek AMFI
AMFI: 387 GRIJP;TM043033;Mode en kleding;1988;Bibliotheek AMFI
AMFI: 387 HOLL;TM041950;Holland fashion book;1987;Bibliotheek AMFI
AMFI: 387 HUPP;HV011903;Modebewust?;2005;Bibliotheek AMFI
AMFI: 387 IFM;TM014170;Repère mode & textile 96;1996;Bibliotheek AMFI
AMFI: 387 JAEG;HV096768;Fashion makers, fashion shapers;2009;Bibliotheek AMFI
AMFI: 387 JARN;FM007237;Inside the fashion business;1997;Bibliotheek AMFI
AMFI: 387 JOHN;TM010980;So you want to work in the fashion business?;1998;Bibliotheek AMFI
AMFI: 387 JONE;HV057471;Inleiding modeontwerp;2005;Bibliotheek AMFI
AMFI: 387 JONE;HV114554;Inleiding modeontwerp;2005;Bibliotheek AMFI
AMFI: 387 JONE;HV036141;Fashion design;2005;Bibliotheek AMFI
AMFI: 387 KEMP;HV090298;Apparel;2008;Bibliotheek AMFI
AMFI: 387 LANG;HV060290;The language of fashion and design;2007;Bibliotheek AMFI
AMFI: 387 LEAC;HV114501;The fashion resource book;2012;Bibliotheek AMFI
AMFI: 387 LEWY;HV114537;Design, create, sell;2012;Bibliotheek AMFI
AMFI: 387 MACA;HV114402;Styling;2011;Bibliotheek AMFI
AMFI: 387 MANL;HV113934;Designing clothes;2007;Bibliotheek AMFI
AMFI: 387 MEAD;HV100639;How to set up & run a fashion label;2009;Bibliotheek AMFI
AMFI: 387 MODE;HV039707;Modevorming;2001;Bibliotheek AMFI
AMFI: 387 MODE;HV039706;Modevorming;2006;Bibliotheek AMFI
AMFI: 387 MODE;HV005753;Mode, Marken, Märkte;2002;Bibliotheek AMFI
AMFI: 387 MODE visual;HV039714;Modevorming;2006;Bibliotheek AMFI
AMFI: 387 OSS;TM041499;Kleding, van idee tot eindprodukt;1991;Bibliotheek AMFI
AMFI: 387 OSS;TM041500;Kleding, van idee tot eindprodukt;1991;Bibliotheek AMFI
AMFI: 387 OSS;TM042759;Kleding, van idee tot eindprodukt;1991;Bibliotheek AMFI
